company_id;company_name;date_first_certified;date_certified;current_status;industry;industry_category;country;state;city;sector;size;website;assessment_year;overall_score;impact_area_community;impact_area_customers;impact_area_environment;impact_area_governance;impact_area_workers;certification_cycle
0018000000iCWqIAAW;Solberg Manufacturing, Inc.;15/07/11;19/04/21;certified;Machinery & Equipment;Business Products & Services;United States;Illinois;Itasca;Manufacturing;50-249;www.solbergmfg.com;2020;105.4;21.6;2.8;44.1;14.9;21.8;1.0
0018000000iCWqIAAW;Solberg Manufacturing, Inc.;15/07/11;17/05/17;certified;Machinery & Equipment;Business Products & Services;United States;Illinois;Itasca;Manufacturing;50-249;www.solbergmfg.com;2017;102.5;24.2;0.0;43.5;13.7;21.1;2.0
0018000000iCWqIAAW;Solberg Manufacturing, Inc.;15/07/11;28/07/15;certified;Machinery & Equipment;Business Products & Services;United States;Illinois;Itasca;Manufacturing;50-249;www.solbergmfg.com;2015;95.6;20.8;0.0;42.1;15.1;17.4;3.0
0018000000iCWqIAAW;Solberg Manufacturing, Inc.;15/07/11;08/07/13;certified;Machinery & Equipment;Business Products & Services;United States;Illinois;Itasca;Manufacturing;50-249;www.solbergmfg.com;2013;97.6;16.1;0.0;47.1;13.1;21.1;4.0
001C0000019uiK6IAI;Network for Good;27/03/14;19/07/18;certified;IT Software & Services/Web Design;Business Products & Services;United States;District of Columbia;Washington;Service with Minor Environmental Footprint;50-249;www.networkforgood.com;2018;99.5;24.2;22.3;5.8;19.3;27.8;1.0
001C0000019uiK6IAI;Network for Good;27/03/14;25/05/16;certified;IT Software & Services/Web Design;Business Products & Services;United States;District of Columbia;Washington;Service with Minor Environmental Footprint;50-249;www.networkforgood.com;2016;109.1;22.3;27.8;6.1;18.8;34.1;2.0
001C0000019uiK6IAI;Network for Good;27/03/14;12/10/15;certified;IT Software & Services/Web Design;Business Products & Services;United States;District of Columbia;Washington;Service with Minor Environmental Footprint;50-249;www.networkforgood.com;2014;114.6;33.9;26.7;4.2;19.4;30.3;3.0
001C0000015PCJPIA4;WonderWorks Consulting;24/08/15;29/09/17;certified;Management and Financial Consulting;Business Products & Services;United States;California;Daly City;Service with Minor Environmental Footprint;0;www.wonderworksconsulting.com;2017;90.1;43.3;30.8;6.8;9.2;;1.0
001C0000015PCJPIA4;WonderWorks Consulting;24/08/15;24/08/15;certified;Management and Financial Consulting;Business Products & Services;United States;California;Daly City;Service with Minor Environmental Footprint;0;www.wonderworksconsulting.com;2015;92.3;39.8;37.1;9.3;6.1;0.0;2.0
001C0000016p69RIAQ;Pivot Energy;13/11/13;09/12/19;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;United States;Colorado;Denver;Service with Significant Environmental Footprint;Oct-49;pivotenergy.net;2019;87.5;14.9;1.2;33.3;13.9;23.9;1.0
001C0000016p69RIAQ;Pivot Energy;13/11/13;18/11/15;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;United States;Colorado;Denver;Service with Significant Environmental Footprint;Oct-49;pivotenergy.net;2014;105.7;25.6;0.0;40.6;16.4;23.1;2.0
001C0000016p69RIAQ;Pivot Energy;13/11/13;13/11/13;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;United States;Colorado;Denver;Service with Significant Environmental Footprint;Oct-49;pivotenergy.net;2013;109.4;22.3;0.0;42.7;13.9;30.3;3.0
001C000001dftp8IAA;Invivo;16/05/18;28/02/22;certified;Healthcare Providers;Health & Human Services;United Kingdom;Gloucestershire;Stroud;Service with Significant Environmental Footprint;Oct-49;www.invivohealthcare.com;2020;91.7;14.6;16.7;16.8;17.2;26.1;1.0
001C000001dftp8IAA;Invivo;16/05/18;16/05/18;certified;Healthcare Providers;Health & Human Services;United Kingdom;Gloucestershire;Stroud;Service with Significant Environmental Footprint;Oct-49;www.invivohealthcare.com;2018;82.7;15.7;13.8;16.7;14.2;22.2;2.0
001C000001MVoIdIAL;17 Ways;12/12/16;27/05/21;certified;Other;Business Products & Services;United States;Ohio;Cincinnati;Service;0;17ways.co;2021;85.5;42.8;21.6;3.8;17.1;;1.0
001C000001MVoIdIAL;17 Ways;12/12/16;12/12/16;certified;Other;Business Products & Services;United States;Ohio;Cincinnati;Service;01-Sep;17ways.co;2016;80.1;28.3;7.0;5.5;13.2;26.1;2.0
001C000001UBY6lIAH;N&B Srl Società Benefit;29/09/16;03/03/20;certified;Home & Personal Care;Consumer Products & Services;Italy;Apulia;Martano;Agriculture/Growers;Oct-49;www.nbnaturalisbetter.com;2019;134.8;20.9;4.5;69.5;15.6;24.1;1.0
001C000001UBY6lIAH;N&B Srl Società Benefit;29/09/16;29/09/16;certified;Home & Personal Care;Consumer Products & Services;Italy;Apulia;Martano;Agriculture/Growers;Oct-49;www.nbnaturalisbetter.com;2016;94.9;27.9;0.0;34.8;7.8;24.4;2.0
001C000001gioPCIAY;Third Man Limited DBA Upendo Honey;21/06/21;21/06/21;certified;Agricultural Services;Agriculture;Tanzania;Kigoma;Kigoma;Agriculture/Growers;50-249;upendoagri.com;2019;133.3;42.4;1.4;29.5;6.5;53.4;1.0
001C000001SJ2BcIAL;Sir Kensington's;01/06/18;01/09/21;certified;Food & Beverage;Consumer Products & Services;United States;New Jersey;Englewood Cliffs;Wholesale/Retail;Oct-49;sirkensingtons.com;2020;89.1;20.7;3.7;21.2;15.0;28.3;1.0
001C000001SJ2BcIAL;Sir Kensington's;01/06/18;01/06/18;certified;Food & Beverage;Consumer Products & Services;United States;New Jersey;Englewood Cliffs;Wholesale/Retail;Oct-49;sirkensingtons.com;2018;83.0;20.9;0.0;28.2;12.8;20.9;2.0
0013b00001nE8aLAAS;Brasserie de Brunehaut;12/02/21;12/02/21;certified;Food & Beverage;Consumer Products & Services;Belgium;Hainaut;Rongy;Manufacturing;01-Sep;www.brunehaut.com;2019;80.1;23.2;3.0;31.2;6.5;16.0;1.0
0013b00001uPq2nAAC;OnTheList;25/02/22;25/02/22;certified;Apparel, Footwear & Accessories;Consumer Products & Services;Hong Kong S.A.R.;Eastern;Hong Kong;Wholesale/Retail;50-249;www.onthelist.com;2021;82.6;20.3;3.3;20.0;14.3;24.5;1.0
001C000001Z7Bk9IAF;Artisan Dental, LLC;30/04/17;04/06/21;certified;Healthcare Providers;Health & Human Services;United States;Wisconsin;Madison;Service with Significant Environmental Footprint;Oct-49;artisandentalmadison.com;2019;95.7;21.3;15.8;19.2;15.0;24.3;1.0
001C000001Z7Bk9IAF;Artisan Dental, LLC;30/04/17;30/04/17;certified;Healthcare Providers;Health & Human Services;United States;Wisconsin;Madison;Service with Significant Environmental Footprint;Oct-49;artisandentalmadison.com;2017;82.3;21.6;9.5;9.2;9.1;32.9;2.0
0013b00001p2x7WAAQ;Equiori;26/10/20;26/10/20;certified;Food & Beverage;Consumer Products & Services;Colombia;Bogotá D.C.;Bogotá;Wholesale/Retail;01-Sep;www.instagram.com/equiori/?hl=es-la;2019;80.0;21.0;2.2;28.7;13.4;14.5;1.0
0013b00001p4DRtAAM;Secrid BV;10/12/21;10/12/21;certified;Apparel, Footwear & Accessories;Consumer Products & Services;Netherlands The;Zuid Holland;Den Haag;Wholesale/Retail;50-249;https://secrid.com/en-nl/;2020;85.4;20.7;2.8;22.8;14.2;24.7;1.0
001C000001UCbj5IAD;Creative Chi Inc;06/03/17;24/03/20;certified;Marketing & Communications Services;Business Products & Services;United States;Florida;Miami;Service with Minor Environmental Footprint;01-Sep;createchi.com;2019;94.2;50.4;1.6;11.8;13.0;17.1;1.0
001C000001UCbj5IAD;Creative Chi Inc;06/03/17;06/03/17;certified;Marketing & Communications Services;Business Products & Services;United States;Florida;Miami;Service with Minor Environmental Footprint;01-Sep;createchi.com;2016;86.3;47.0;0.1;11.6;12.2;15.4;2.0
001C000001GDjZ0IAL;Cotopaxi;28/12/15;15/08/18;certified;Apparel, Footwear & Accessories;Consumer Products & Services;United States;Utah;Salt Lake City;Wholesale/Retail;Oct-49;www.cotopaxi.com;2018;93.6;48.0;0.0;7.8;18.3;19.3;1.0
001C000001GDjZ0IAL;Cotopaxi;28/12/15;28/12/15;certified;Apparel, Footwear & Accessories;Consumer Products & Services;United States;Utah;Salt Lake City;Wholesale/Retail;Oct-49;www.cotopaxi.com;2015;91.5;38.1;4.4;8.1;18.0;22.9;2.0
0018000000PSEpmAAH;UpSpring;19/12/08;29/05/18;certified;Management and Financial Consulting;Business Products & Services;United States;New Mexico;Santa Fe;Service with Minor Environmental Footprint;0;upspringassociates.com;2018;120.5;46.2;47.9;13.9;12.3;;1.0
0018000000PSEpmAAH;UpSpring;19/12/08;15/02/16;certified;Management and Financial Consulting;Business Products & Services;United States;New Mexico;Santa Fe;Service with Minor Environmental Footprint;0;upspringassociates.com;2016;119.2;44.2;55.8;8.5;10.8;0.0;2.0
0018000000PSEpmAAH;UpSpring;19/12/08;05/12/13;certified;Management and Financial Consulting;Business Products & Services;United States;New Mexico;Santa Fe;Service with Minor Environmental Footprint;01-Sep;upspringassociates.com;2013;123.5;26.2;52.1;9.9;11.8;23.2;3.0
001C000001gcYG5IAM;Geek Girl Tech;08/03/19;08/03/19;certified;IT Software & Services/Web Design;Business Products & Services;United States;California;Alameda;Service with Minor Environmental Footprint;01-Sep;www.geekgirltech.com;2018;84.5;34.5;1.7;12.0;19.5;16.5;1.0
001C000001geu92IAA;Raw Signal Group;18/11/19;18/11/19;certified;Management and Financial Consulting;Business Products & Services;Canada;Ontario;Toronto;Service with Minor Environmental Footprint;01-Sep;www.rawsignal.ca;2019;80.2;16.0;6.8;8.3;14.7;34.2;1.0
001C000001gfB1tIAE;Sea Witch Botanicals;27/08/18;10/02/22;certified;Home & Personal Care;Consumer Products & Services;United States;Washington;Bellingham;Wholesale/Retail;01-Sep;seawitchbotanicals.com;2021;81.0;21.1;4.1;22.8;14.3;18.5;1.0
001C000001gfB1tIAE;Sea Witch Botanicals;27/08/18;27/08/18;certified;Home & Personal Care;Consumer Products & Services;United States;Washington;Bellingham;Wholesale/Retail;01-Sep;seawitchbotanicals.com;2018;81.4;27.7;0.0;32.3;5.4;15.9;2.0
001C000001XSPE9IAP;EnTerrenoSocial;16/12/16;01/06/20;certified;Management and Financial Consulting;Business Products & Services;Argentina;Autonomous City Of Buenos Aires;Ciudad Autónoma de Buenos Aires;Service with Minor Environmental Footprint;0;www.enterrenosocial.com;2019;92.1;30.5;44.7;1.6;15.2;;1.0
001C000001XSPE9IAP;EnTerrenoSocial;16/12/16;19/12/16;certified;Management and Financial Consulting;Business Products & Services;Argentina;Autonomous City Of Buenos Aires;Ciudad Autónoma de Buenos Aires;Service with Minor Environmental Footprint;0;www.enterrenosocial.com;2016;103.2;21.3;74.1;3.7;4.8;;2.0
0013b00001p2AjOAAU;Boma New Zealand;07/04/22;07/04/22;certified;Education & Training Services;Education & Training Services;New Zealand;Canterbury Region;Christchurch;Service with Minor Environmental Footprint;Oct-49;nz.boma.global;2019;97.7;32.1;24.6;3.1;7.2;30.4;1.0
001C000001gi0rHIAQ;Open Impact LLC;25/10/19;25/10/19;certified;Nonprofit Consulting & Fundraising;Business Products & Services;United States;California;San Mateo;Service with Minor Environmental Footprint;01-Sep;openimpact.io;2019;80.3;16.7;17.9;6.1;14.5;24.8;1.0
001C000001Gqv9EIAR;General Bio;23/02/15;13/10/20;certified;Industrial Manufacturing;Business Products & Services;South Korea;Jeollabuk-do;Wanju-Gun;Manufacturing;50-249;www.generalbio.co.kr/eng/;2019;96.3;28.4;1.0;14.4;8.5;43.8;1.0
001C000001Gqv9EIAR;General Bio;23/02/15;18/04/17;certified;Industrial Manufacturing;Business Products & Services;South Korea;Jeollabuk-do;Wanju-Gun;Manufacturing;50-249;www.generalbio.co.kr/eng/;2017;166.9;107.5;0.0;26.4;10.4;22.6;2.0
001C000001Gqv9EIAR;General Bio;23/02/15;23/02/15;certified;Industrial Manufacturing;Business Products & Services;South Korea;Jeollabuk-do;Wanju-Gun;Manufacturing;Oct-49;www.generalbio.co.kr/eng/;2015;161.5;83.2;0.0;39.4;15.8;23.2;3.0
001C000001gz0MtIAI;Respect Group;08/06/18;02/03/22;certified;Education & Training Services;Education & Training Services;Canada;Alberta;Calgary;Service with Minor Environmental Footprint;Oct-49;www.respectgroupinc.com;2021;92.4;16.5;27.4;0.0;15.1;33.0;1.0
001C000001gz0MtIAI;Respect Group;08/06/18;08/06/18;certified;Education & Training Services;Education & Training Services;Canada;Alberta;Calgary;Service with Minor Environmental Footprint;Oct-49;www.respectgroupinc.com;2018;106.7;43.6;21.9;0.0;9.2;31.8;2.0
001C000001gzs77IAA;MacKay CEO Forums;26/09/18;26/09/18;certified;Management and Financial Consulting;Business Products & Services;Canada;British Columbia;North Vancouver;Service with Minor Environmental Footprint;01-Sep;mackayceoforums.com;2018;85.1;28.5;8.6;3.5;15.0;29.4;1.0
0013b00001p1TEOAA2;Thomson & Scott Ltd;27/01/20;27/01/20;certified;Food & Beverage;Consumer Products & Services;United Kingdom;England;London;Wholesale/Retail;01-Sep;www.noughtyaf.com;2019;82.7;17.3;3.8;23.3;16.5;21.6;1.0
001C000001YFtqwIAD;The Standing CT Company Limited;14/07/20;14/07/20;certified;Pharmaceuticals & Supplies;Health & Human Services;United Kingdom;Buckinghamshire;High Wycombe;Wholesale/Retail;01-Sep;www.standingct.com;2019;98.0;21.8;16.2;14.6;16.9;28.2;1.0
001C000001YGj7yIAD;De Smaakspecialist;14/12/18;14/12/18;certified;Food & Beverage;Consumer Products & Services;Netherlands The;North Brabant;Ulvenhout AC;Wholesale/Retail;Oct-49;www.desmaakspecialist.nl;2018;81.8;23.6;;26.6;14.3;17.1;1.0
001C000001HXg7YIAT;The Builders Fund;11/03/15;16/09/21;certified;Equity Investor - Developed Markets;Financial Services;United States;California;San Francisco;Service with Minor Environmental Footprint;01-Sep;www.thebuildersfund.com;2020;130.4;14.4;52.1;9.5;20.9;32.9;1.0
001C000001HXg7YIAT;The Builders Fund;11/03/15;10/03/17;certified;Equity Investor - Developed Markets;Financial Services;United States;California;San Francisco;Service with Minor Environmental Footprint;0;www.thebuildersfund.com;2016;128.8;27.1;68.3;16.1;17.3;;2.0
001C000001HXg7YIAT;The Builders Fund;11/03/15;11/03/15;certified;Equity Investor - Developed Markets;Financial Services;United States;California;San Francisco;Service with Minor Environmental Footprint;0;www.thebuildersfund.com;2015;115.7;26.0;62.5;10.0;17.1;0.0;3.0
0018000000WXBTeAAP;3Degrees Group Inc.;16/08/12;21/08/20;certified;Sustainability Consulting;Business Products & Services;United States;California;San Francisco;Wholesale/Retail;50-249;www.3degreesinc.com;2020;104.0;15.1;2.6;43.9;17.5;24.7;1.0
0018000000WXBTeAAP;3Degrees Group Inc.;16/08/12;03/03/17;certified;Sustainability Consulting;Business Products & Services;United States;California;San Francisco;Wholesale/Retail;50-249;www.3degreesinc.com;2017;101.2;19.6;0.0;37.9;18.1;25.6;2.0
0018000000WXBTeAAP;3Degrees Group Inc.;16/08/12;27/01/15;certified;Sustainability Consulting;Business Products & Services;United States;California;San Francisco;Wholesale/Retail;50-249;www.3degreesinc.com;2015;106.4;17.2;0.0;42.9;19.3;27.0;3.0
0018000000WXBTeAAP;3Degrees Group Inc.;16/08/12;16/08/12;certified;Sustainability Consulting;Business Products & Services;United States;California;San Francisco;Wholesale/Retail;Oct-49;www.3degreesinc.com;2012;102.3;14.2;0.2;38.4;15.0;34.4;4.0
001C000001iBhFjIAK;Full Stop Accounts;15/01/21;15/01/21;certified;Accounting Services;Business Products & Services;United Kingdom;Wales;Cardiff;Service with Minor Environmental Footprint;01-Sep;fullstopaccounts.co.uk;2019;83.1;16.0;3.6;14.9;16.9;31.4;1.0
001C000001mMPj4IAG;Mayne Wetherell;19/02/20;19/02/20;certified;Legal;Legal Services;New Zealand;Auckland;Auckland;Service with Minor Environmental Footprint;Oct-49;maynewetherell.com;2019;81.3;21.5;4.2;9.9;8.3;37.2;1.0
001C000001iDjv0IAC;Xact;11/11/20;11/11/20;certified;Online Marketplace;Retail;United States;California;Upland;Wholesale/Retail;0;xactlife.com;2019;80.0;50.7;4.4;8.7;16.1;;1.0
001C000000wCsZ6IAK;All Good;03/12/09;25/10/17;certified;Home & Personal Care;Consumer Products & Services;United States;California;Morro Bay;Manufacturing;01-Sep;www.allgoodproducts.com;2017;122.7;31.8;5.9;39.6;18.2;27.2;1.0
001C000000wCsZ6IAK;All Good;03/12/09;25/01/16;certified;Home & Personal Care;Consumer Products & Services;United States;California;Morro Bay;Manufacturing;01-Sep;www.allgoodproducts.com;2016;106.2;29.5;8.7;31.8;15.9;20.2;2.0
001C000000wCsZ6IAK;All Good;03/12/09;08/02/13;certified;Home & Personal Care;Consumer Products & Services;United States;California;Morro Bay;Manufacturing;01-Sep;www.allgoodproducts.com;2012;103.2;27.7;0.0;38.7;13.6;23.0;3.0
001C000001iuuboIAA;Factors Group Australia;13/05/19;13/05/19;certified;Pharmaceuticals & Supplies;Health & Human Services;Australia;New South Wales;Rydalmere, Sydney;Wholesale/Retail;Oct-49;bioclinicnaturals.com.au;2018;81.9;18.3;9.5;21.1;8.8;23.9;1.0
001C0000014QQNGIA4;Hilary's Eat Well;18/02/14;21/12/18;certified;Food & Beverage;Consumer Products & Services;United States;Kansas;Lawrence;Manufacturing;Oct-49;hilaryseatwell.com;2018;109.0;47.0;;30.6;14.0;17.3;1.0
001C0000014QQNGIA4;Hilary's Eat Well;18/02/14;07/07/16;certified;Food & Beverage;Consumer Products & Services;United States;Kansas;Lawrence;Manufacturing;Oct-49;hilaryseatwell.com;2016;88.5;37.8;0.0;25.4;10.3;15.0;2.0
001C0000014QQNGIA4;Hilary's Eat Well;18/02/14;03/02/14;certified;Food & Beverage;Consumer Products & Services;United States;Kansas;Lawrence;Manufacturing;Oct-49;hilaryseatwell.com;2014;80.5;21.3;0.0;30.0;13.2;15.9;3.0
001C0000015S2gXIAS;Impact Square;31/07/14;24/09/19;certified;Management and Financial Consulting;Business Products & Services;South Korea;Seoul;Seoul;Service with Minor Environmental Footprint;Oct-49;www.impactsquare.com;2019;80.3;19.1;21.3;4.5;8.7;26.5;1.0
001C0000015S2gXIAS;Impact Square;31/07/14;09/08/16;certified;Management and Financial Consulting;Business Products & Services;South Korea;Seoul;Seoul;Service with Minor Environmental Footprint;Oct-49;www.impactsquare.com;2016;92.1;21.3;23.8;6.9;10.9;29.2;2.0
001C0000015S2gXIAS;Impact Square;31/07/14;31/07/14;certified;Management and Financial Consulting;Business Products & Services;South Korea;Seoul;Seoul;Service with Minor Environmental Footprint;Oct-49;www.impactsquare.com;2014;94.0;25.8;26.7;0.6;10.3;30.6;3.0
001C0000017OWPkIAO;Clearinghouse CDFI;31/01/14;29/01/19;certified;Other;Financial Services;United States;California;Lake Forest;Service with Minor Environmental Footprint;Oct-49;ccdfi.com;2018;149.7;23.9;55.9;19.7;22.2;27.8;1.0
001C0000017OWPkIAO;Clearinghouse CDFI;31/01/14;13/05/16;certified;Other;Financial Services;United States;California;Lake Forest;Service with Minor Environmental Footprint;Oct-49;ccdfi.com;2016;140.1;25.4;52.6;19.9;14.6;27.7;2.0
001C0000017OWPkIAO;Clearinghouse CDFI;31/01/14;07/05/14;certified;Other;Financial Services;United States;California;Lake Forest;Service with Minor Environmental Footprint;Oct-49;ccdfi.com;2014;103.1;23.5;37.6;3.9;17.6;20.3;3.0
001C000001Ip80FIAR;Seed Systems, Inc;21/05/15;05/01/18;certified;Management and Financial Consulting;Business Products & Services;United States;Massachusetts;Wendell;Service with Minor Environmental Footprint;0;www.seedsystems.net;2017;80.3;36.4;19.4;10.3;14.2;;1.0
001C000001Ip80FIAR;Seed Systems, Inc;21/05/15;21/05/15;certified;Management and Financial Consulting;Business Products & Services;United States;Massachusetts;Wendell;Service with Minor Environmental Footprint;0;www.seedsystems.net;2015;88.6;35.1;30.0;16.7;6.7;0.0;2.0
001C0000017zTpoIAE;Core Projects;04/05/15;18/01/22;certified;Real Estate Development;Building;Australia;Victoria;Melbourne;Service with Significant Environmental Footprint;50-249;www.coreprojects.com.au;2020;84.7;12.4;3.3;32.1;12.8;23.6;1.0
001C0000017zTpoIAE;Core Projects;04/05/15;27/02/18;certified;Real Estate Development;Building;Australia;Victoria;Melbourne;Service with Significant Environmental Footprint;Oct-49;www.coreprojects.com.au;2017;85.2;19.0;0.0;35.0;9.1;22.1;2.0
001C0000017zTpoIAE;Core Projects;04/05/15;04/05/15;certified;Real Estate Development;Building;Australia;Victoria;Melbourne;Service with Significant Environmental Footprint;Oct-49;www.coreprojects.com.au;2015;104.2;31.3;0.0;34.2;9.6;29.1;3.0
001C0000018OY3YIAW;Dev Equity, LLC;04/11/14;13/03/20;certified;Equity Investor - Emerging Markets;Financial Services;United States;Arizona;Tucson;Service with Minor Environmental Footprint;01-Sep;www.devequity.com;2019;99.1;6.3;43.0;7.3;20.2;22.0;1.0
001C0000018OY3YIAW;Dev Equity, LLC;04/11/14;16/12/16;certified;Equity Investor - Emerging Markets;Financial Services;United States;Arizona;Tucson;Service with Minor Environmental Footprint;01-Sep;www.devequity.com;2016;96.8;12.6;41.6;5.3;15.2;22.1;2.0
001C0000018OY3YIAW;Dev Equity, LLC;04/11/14;04/11/14;certified;Equity Investor - Emerging Markets;Financial Services;United States;Arizona;Tucson;Service with Minor Environmental Footprint;01-Sep;www.devequity.com;2014;88.0;11.6;41.5;0.5;10.3;24.2;3.0
001C000001itPvVIAU;Fat Beehive;29/10/20;29/10/20;certified;IT Software & Services/Web Design;Business Products & Services;United Kingdom;London;London;Service with Minor Environmental Footprint;Oct-49;www.fatbeehive.com;2019;119.9;37.9;25.4;7.6;9.6;39.2;1.0
001C000001iufdQIAQ;Mesh Exchange (dba FoodMesh);03/05/21;03/05/21;certified;IT Software & Services/Web Design;Business Products & Services;Canada;british columbia;Vancouver;Service with Minor Environmental Footprint;01-Sep;foodmesh.ca;2019;109.3;24.9;36.7;4.6;19.9;23.0;1.0
001C000000ziIDvIAM;Treedom;20/06/14;13/10/20;certified;Sustainability Consulting;Business Products & Services;Italy;Metropolitan City of Florence;Firenze;Service with Minor Environmental Footprint;Oct-49;www.treedom.net/en/;2019;122.4;26.9;4.7;32.5;20.1;38.0;1.0
001C000000ziIDvIAM;Treedom;20/06/14;05/12/16;certified;Sustainability Consulting;Business Products & Services;Italy;Metropolitan City of Florence;Firenze;Service with Minor Environmental Footprint;Oct-49;www.treedom.net/en/;2016;107.1;30.7;0.0;38.1;9.3;29.0;2.0
001C000000ziIDvIAM;Treedom;20/06/14;20/06/14;certified;Sustainability Consulting;Business Products & Services;Italy;Metropolitan City of Florence;Firenze;Service with Minor Environmental Footprint;Oct-49;www.treedom.net/en/;2014;114.9;29.8;0.0;44.9;10.7;29.6;3.0
0013b00001oohhjAAA;O My Bag;28/09/21;28/09/21;certified;Apparel, Footwear & Accessories;Consumer Products & Services;Netherlands The;North Holland;Amsterdam;Wholesale/Retail;Oct-49;omybag.nl/our-story;2020;94.1;40.0;3.8;18.2;14.8;17.0;1.0
001C000001cAbnSIAS;Australian Brands Alliance;08/10/19;08/10/19;certified;Apparel, Footwear & Accessories;Consumer Products & Services;Australia;New South Wales;Mascot;Wholesale/Retail;Oct-49;www.abalabels.com.au;2019;83.3;29.5;4.0;18.5;8.2;22.8;1.0
001C000001BVFFtIAP;Revivn;19/02/14;13/12/19;certified;Waste Management;Energy & Environmental Services;United States;New York;Brooklyn;Manufacturing;Oct-49;revivn.com;2019;93.7;21.2;4.5;41.3;13.9;12.6;1.0
001C000001BVFFtIAP;Revivn;19/02/14;09/11/16;certified;Waste Management;Energy & Environmental Services;United States;New York;Brooklyn;Manufacturing;01-Sep;revivn.com;2016;81.6;29.4;0.0;26.4;8.2;17.6;2.0
001C000001BVFFtIAP;Revivn;19/02/14;19/02/14;certified;Waste Management;Energy & Environmental Services;United States;New York;Brooklyn;Manufacturing;0;revivn.com;2014;137.9;77.8;0.0;52.4;7.5;0.0;3.0
001C000001D451eIAB;Koskela Pty Ltd;07/12/17;09/12/21;certified;Housewares, Home Furnishings, & Accessories;Consumer Products & Services;Australia;New South Wales;Rosebery;Wholesale/Retail;Oct-49;www.koskela.com.au;2021;96.2;35.1;2.0;21.7;15.7;21.4;1.0
001C000001D451eIAB;Koskela Pty Ltd;07/12/17;07/12/17;certified;Housewares, Home Furnishings, & Accessories;Consumer Products & Services;Australia;New South Wales;Rosebery;Wholesale/Retail;Oct-49;www.koskela.com.au;2017;80.7;40.5;0.0;13.9;7.5;18.8;2.0
001C000001D3UqEIAV;EcoAdvisors;18/04/14;29/11/21;certified;Sustainability Consulting;Business Products & Services;Canada;Nova Scotia;Halifax;Service with Minor Environmental Footprint;01-Sep;www.ecoadvisors.org;2019;120.8;34.0;33.3;18.0;18.3;17.0;1.0
001C000001D3UqEIAV;EcoAdvisors;18/04/14;10/07/18;certified;Sustainability Consulting;Business Products & Services;Canada;Nova Scotia;Halifax;Service with Minor Environmental Footprint;0;www.ecoadvisors.org;2018;119.3;48.9;38.1;16.9;15.3;;2.0
001C000001D3UqEIAV;EcoAdvisors;18/04/14;02/06/16;certified;Sustainability Consulting;Business Products & Services;Canada;Nova Scotia;Halifax;Service with Minor Environmental Footprint;0;www.ecoadvisors.org;2016;106.7;33.5;43.3;15.7;14.2;0.0;3.0
001C000001D3UqEIAV;EcoAdvisors;18/04/14;18/04/14;certified;Sustainability Consulting;Business Products & Services;Canada;Nova Scotia;Halifax;Service with Minor Environmental Footprint;0;www.ecoadvisors.org;2014;82.2;23.9;40.0;11.2;6.9;0.0;4.0
001C000001JeyD7IAJ;Little Sun;07/04/15;13/03/19;certified;Electronics;Consumer Products & Services;Germany;Berlin;Berlin;Wholesale/Retail;Oct-49;www.littlesun.com;2017;109.8;31.3;34.1;19.3;7.1;17.8;1.0
001C000001JeyD7IAJ;Little Sun;07/04/15;07/04/15;certified;Electronics;Consumer Products & Services;Germany;Berlin;Berlin;Wholesale/Retail;Oct-49;www.littlesun.com;2015;117.3;44.7;28.7;20.3;7.1;16.5;2.0
001C000001deQu3IAE;conexkt;19/11/21;19/11/21;certified;IT Software & Services/Web Design;Business Products & Services;Switzerland;Valais;Sion;Service with Minor Environmental Footprint;01-Sep;conexkt.com;2020;86.9;25.1;14.4;5.9;14.3;27.1;1.0
001C000001k9eeDIAQ;Scrumbles;08/01/19;08/01/19;certified;Food & Beverage;Consumer Products & Services;United Kingdom;London Borough of Croydon;London;Wholesale/Retail;0;scrumbles.co.uk;2018;81.2;49.5;;13.2;18.3;;1.0
001C000001T0b8IIAR;OMAL S.p.A;28/09/17;28/09/17;certified;Building Materials;Building;Italy;Lombardy;Rodengo Saiano (Brescia);Manufacturing;50-249;www.omal.it;2017;106.7;22.0;0.0;51.5;9.6;23.6;1.0
0013b00001qGi7qAAC;MiiMOSA;27/04/21;27/04/21;certified;Other;Financial Services;France;Ile de France;Levallois Perret;Service with Minor Environmental Footprint;Oct-49;https://www.miimosa.com;2020;81.3;16.7;20.0;4.2;13.3;26.9;1.0
001C000001kBLTIIA4;Low Carbon Limited;06/12/19;06/12/19;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;United Kingdom;City of Westminster;London;Service with Significant Environmental Footprint;50-249;www.lowcarbon.com;2019;97.0;7.5;3.5;43.5;16.4;25.8;1.0
001C000001gZq6PIAS;CEF Publishing S.P.A.;04/09/18;16/12/21;certified;Print Publications;Media;Italy;Italy;NOVARA;Service with Minor Environmental Footprint;Oct-49;www.corsicef.it;2021;93.4;19.7;26.2;6.4;15.9;25.0;1.0
001C000001gZq6PIAS;CEF Publishing S.P.A.;04/09/18;04/09/18;certified;Print Publications;Media;Italy;Italy;NOVARA;Service with Minor Environmental Footprint;01-Sep;www.corsicef.it;2018;90.7;23.8;19.7;6.0;11.8;29.1;2.0
